"LICENSE","DBA","LOCATION ADDRESS","COUNTY","PHONE","Location 1"
"RE01948","FRIDA BISTRO","545 W 700 S","SALT LAKE","801-433-9923","545 W 700 S SALT LAKE CITY UT 84101 (40.75410321100003, -111.90670056099998)"
"RL00703","CAFE TRANG (DRAPER)","1442 E DRAPER PKWY","SALT LAKE","801-571-3888","1442 E DRAPER PKWY DRAPER UT 84020 (40.52728344900004, -111.85012582799999)"
"RE01342","CHILI'S (SANDY) #913","10430 S STATE ST","SALT LAKE","801-576-8081","10430 S STATE ST SANDY UT 84070 (40.56204380400004, -111.89097454499995)"
"AL00002","MARKET STREET GRILL MAIN - T2-5","SLC INT'L AIRPORT","SALT LAKE","801-575-2609","SLC INT'L AIRPORT SALT LAKE CITY UT 84122 (40.776818354000056, -111.97948729799998)"
"CL00639","GIBSON GIRL LOUNGE @ GRAND AMERICA","555 S MAIN ST","SALT LAKE","801-258-6000","555 S MAIN ST SALT LAKE CITY UT 84111 (40.75723268400003, -111.89094321399995)"
"BC00169","DOUBLE TREE BY HILTON SLC AIRPORT","5151 WILEY POST WAY","SALT LAKE","801-539-1515","5151 WILEY POST WAY SALT LAKE CITY UT 84116 (40.77361364600006, -112.01457372699997)"
"RE00848","SWITCHBACK GRILL @ZION PARK INN, SPRINGDALE","1149 ZION PARK BLVD","WASHINGTON","435-772-0454","1149 ZION PARK BLVD SPRINGDALE UT 84767 (37.182868445000054, -113.00388025899997)"
"RL00076","HONG KONG TEA HOUSE & RESTAURANT","565 W 200 S","SALT LAKE","801-531-7010","565 W 200 S SALT LAKE CITY UT 84101 (40.76489003100005, -111.90748945699994)"
"RL00298","HAPPY SUSHI","20 W 400 N","CACHE","435-752-1467","20 W 400 N LOGAN UT 84321 (41.73904259500006, -111.83569119399999)"
"CL01019","EDDIE MCSTIFF'S","57 S MAIN","GRAND","435-259-2337","57 S MAIN MOAB UT 84532 (38.572416142000066, -109.55074966699999)"
"BE02223","TUHAYE GOLF CLUB","9875 N TUHAYE PARK DR","SUMMIT","435-333-3049","9875 N TUHAYE PARK DR KAMAS UT 84036 (40.62690496600004, -111.37216937499994)"
"CL01235","THE REST","331 S MAIN","SALT LAKE","917-655-4321","331 S MAIN SALT LAKE CITY UT 84111 (40.76205052500006, -111.89094355699996)"
"RL00842","SIRAGUSA'S TASTE OF ITALY","6926 S PROMENADE SR","SALT LAKE","801-943-0320","6926 S PROMENADE SR SALT LAKE CITY UT 84121 (40.62536424800004, -111.82022073999997)"
"CL01150","WASTED SPACE","342 S STATE ST","SALT LAKE","801-521-2107","342 S STATE ST SALT LAKE CITY UT 84111 (40.76161032700003, -111.88826635599997)"
"RE02286","HIGH WEST SALOON","651 PARK AVE","SUMMIT","435-649-8300","651 PARK AVE PARK CITY UT 84060 (40.646251937000045, -111.49818669799998)"
"CL00693","ENTRADA AT SNOW CANYON COUNTRY CLUB","2537 W ENTRADA TRAIL","WASHINGTON","435-986-2200","2537 W ENTRADA TRAIL ST GEORGE UT 84770 (37.154385191000074, -113.63794176399995)"
"RL00820","MYUNG GA","3353 DECKER LAKE DRIVE","SALT LAKE","801-953-0478","3353 DECKER LAKE DRIVE SALT LAKE CITY UT 84119 (40.69928272200008, -111.94733918799994)"
"RE01865","EL PAISA GRILL FRESHMEX","2126 S 3200 W","SALT LAKE","801-973-6660","2126 S 3200 W SALT LAKE CITY UT 84119 (40.72511525700003, -111.96781643599996)"
"CL00489","ST BERNARD'S @ SOLITUDE RESORT","12000 BIG COTTONWOOD CYN","SALT LAKE","801-536-5508","12000 BIG COTTONWOOD CYN SALT LAKE CITY UT 84121 (40.62004213500006, -111.59107789599994)"
"BC00119","COURTYARD BY MARRIOTT SLC/SANDY","10701 HOLIDAY PARK DR","SALT LAKE","801-571-3600","10701 HOLIDAY PARK DR SANDY UT 84070 (40.55656753900007, -111.89548424899999)"
"RE00326","BRYCE CANYON PINES","HWY 12 AND HWY 63","GARFIELD","435-834-5441","HWY 12 AND HWY 63 BRYCE UT 84764 (37.67371026700005, -112.15652169599997)"
"CL00232","MOLLY GREENS PUB @ BRIGHTON SKI RESORT","8302 S. BRIGHTON LOOP ROAD","SALT LAKE","801-532-4731","8302 S. BRIGHTON LOOP ROAD SALT LAKE CITY UT 84121 (40.59998109500003, -111.58208745299999)"
"RE02115","VALTER'S RESTAURANT","173 W 300 S","SALT LAKE","801-521-4563","173 W 300 S SALT LAKE CITY UT 84101 (40.76275339000006, -111.89620096899995)"
"RE00812","TROFI  RESTAURANT","255 S WEST TEMPLE","SALT LAKE","801-238-4877","255 S WEST TEMPLE SALT LAKE CITY UT 84101 (40.76414073800004, -111.89393442999994)"
"RL00917","SUSHI YA DRAPER","177 W 12300 S","SALT LAKE","801-849-0488","177 W 12300 S DRAPER UT 84020 (40.52675703400007, -111.89632243599999)"
"CL00888","HAMPTON INN AND SUITES","307 N ADMIRAL BYRD DR","SALT LAKE","801-530-0088","307 N ADMIRAL BYRD DR SALT LAKE CITY UT 84116 (40.774780908000025, -112.02227673099998)"
"RE01348","CHILI'S (ST. GEORGE)","311 N RED CLIFFS DR","WASHINGTON","435-628-7503","311 N RED CLIFFS DR ST GEORGE UT 84770 (37.11325497000007, -113.55411760299995)"
"BE02258","GLEN EAGLE GOLF COURSE","3176 W 1700 S","DAVIS","801-773-4653","3176 W 1700 S SYRACUSE UT 84075 (41.089268840000045, -112.08664700699995)"
"RL00707","ASAHI JAPANESE RESTAURANT & SUSHI BAR","1470 N STATE ST","UTAH","801-221-4759","1470 N STATE ST OREM UT 84057 (40.32408251900006, -111.70679868499997)"
"CL00266","LEPRECHAUN INN","4700 S 900 EAST","SALT LAKE","801-268-3294","4700 S 900 EAST SALT LAKE CITY UT 84117 (40.667526517000056, -111.86509627299995)"
"RL00697","WASATCH BAGEL & GRILL","1300 SNOW CRK DR","SUMMIT","435-645-7778","1300 SNOW CRK DR PARK CITY UT 84060 (40.66144707800004, -111.50727935399999)"
"RE00750","KOBE TEPPANYAKI","6024 S 1550 E","WEBER","801-476-8889","6024 S 1550 E OGDEN UT 84405 (41.153610839000066, -111.93963392699999)"
"RE01665","RED ROBIN (MURRAY) #410","316 E WINCHE","SALT LAKE","801-266-9410","316 E WINCHE SALT LAKE CITY UT 84107 (40.661658328000044, -111.88116851399997)"
"RE01889","OLIVE GARDEN (SOUTH JORDAN)  #1815","11364 S RIVER HTS DR","SALT LAKE","801-766-1826","11364 S RIVER HTS DR SOUTH JORDAN UT 84095 (40.545519901000034, -111.981737324)"
"RL00221","R & R FRONTIER VILLAGE","1475 N MAIN","SEVIER","435-893-8361","1475 N MAIN RICHFIELD UT 84701 (38.787272132000055, -112.08286964699994)"
"RB00142","MI RANCHERITO (PAYSON) #2","85 E UTAH AVE","UTAH","801-465-0460","85 E UTAH AVE PAYSON UT 84651 (40.04362001900006, -111.73101418899995)"
"RL00141","THUNDERBIRD BEST WESTERN","JUNCTION US HWY 89 AND SR9","KANE","435-648-2262","JUNCTION US HWY 89 AND SR9 MT CARMEL JCT UT 84755 (37.24222590000005, -112.67054738799999)"
"CL00248","BUNNY'S CLUB","36 S MAIN","SUMMIT","435-336-5373","36 S MAIN COALVILLE UT 84017 (40.91569345100004, -111.39818937699994)"
"RE02069","CALIFORNIA PIZZA KITCHEN","156 S 400 W","SALT LAKE","801-456-0075","156 S 400 W SALT LAKE CITY UT 84101 (40.76069772000005, -111.89587026399994)"
"CL01109","BEAR'S DEN","8785 W MAGNA MAIN STREET","SALT LAKE","801-250-6616","8785 W MAGNA MAIN STREET MAGNA UT 84044 (40.71104124200008, -112.10136368799999)"
"RL00860","SUSHI YA (PAN)","1246 LEGEND HILLS DR","DAVIS","801-773-5605","1246 LEGEND HILLS DR CLEARFIELD UT 84015 (41.09633682700007, -111.99669996499995)"
"RL00614","OAKS, A CASUAL EATERY","750 OGDEN CYN","WEBER","801-394-2421","750 OGDEN CYN OGDEN UT 84401 (41.24421794800003, -111.89506163399994)"
"RL00754","CHABAAR BEYOND THAI","87 W 7200 S","SALT LAKE","801-566-5100","87 W 7200 S MIDVALE UT 84047 (40.62056422100005, -111.89352212999995)"
"BC00099","REAL SALT LAKE STADIUM","9256 S STATE ST","SALT LAKE","312-664-8200","9256 S STATE ST SANDY UT 84070 (40.58408057200006, -111.89098689299999)"
"RE02220","SALT FLATS GRILL","222 S MAIN ST","SALT LAKE",,"222 S MAIN ST SALT LAKE CITY UT 84101 (40.76451323600003, -111.89121867999995)"
"RE00058","EL RANCHO GRANDE","4750 S 4850 WEST","SALT LAKE","801-966-6822","4750 S 4850 WEST SALT LAKE CITY UT 84118 (40.66417945300003, -112.01612238299998)"
"CL01174","OLD TOWNE TAVERN","7662 S MAIN","SALT LAKE","801-566-3172","7662 S MAIN MIDVALE UT 84047 (40.61214019200003, -111.91032894099999)"
"BE02289","REAL SALT LAKE STADIUM","9256 S STATE ST","SALT LAKE","312-664-8200","9256 S STATE ST SANDY UT 84070 (40.58408057200006, -111.89098689299999)"
"CL01155","CHEERS TO YOU MIDVALE","7642 S STATE ST","SALT LAKE","801-566-0871","7642 S STATE ST MIDVALE UT 84041 (40.612402114000076, -111.89074754799998)"
"CL00661","LOFTE'S","2106 W N TEMPLE","SALT LAKE","801-741-1188","2106 W N TEMPLE SALT LAKE CITY UT 84116 (40.77159723900007, -111.95148760399996)"
"RE01860","WONG'S ASIAN BISTRO","163 W 200 S","SALT LAKE","801-350-0888","163 W 200 S SALT LAKE CITY UT 84101 (40.76498305600006, -111.89604080199996)"
"CL00594","KRISTAUF'S","16 W MARKET ST","SALT LAKE","801-366-9490","16 W MARKET ST SALT LAKE CITY UT 84101 (40.76180214800007, -111.89168329999995)"
"BE02371","BIG CITY BOWL","7980 S STATE ST","SALT LAKE","801-255-6866","7980 S STATE ST MIDVALE UT 84047 (40.60626199700005, -111.89078639599995)"
"RE02035","TEXAS DE BRAZIL","50 S MAIN ST","SALT LAKE","214-615-2184","50 S MAIN ST SALT LAKE CITY UT 84101 (40.76866113900007, -111.89117701999999)"
"RE01992","FULL HOUSE ASIAN BISTRO","6300 N SAGEWOOD DR","SUMMIT","435-615-7686","6300 N SAGEWOOD DR PARK CITY UT 84098 (40.723028475000035, -111.54351631199995)"
"RB00115","LA FOUNTAIN RESTAURANT (WEST VALLEY)","2836 S 5600 W","SALT LAKE","801-955-4420","2836 S 5600 W SALT LAKE CITY UT 84120 (40.70860997200003, -112.02493734999996)"
"RB00205","THAI JASMINE RESTAURANT","1662 S 2000 W","DAVIS","801-628-8451","1662 S 2000 W SYRACUSE UT 84075 (41.089589011000044, -112.06463380399998)"
"RL00897","SUNRISE BISTRO","2095 E 1300 S","SALT LAKE","801-582-4539","2095 E 1300 S SALT LAKE CITY UT 84108 (40.741677853000056, -111.83115867499998)"
"RE02295","PELICAN RESTAURANT & PUB","4029 RIVERDALE RD","WEBER",,"4029 RIVERDALE RD OGDEN UT 84405 (41.19189443000005, -111.97999378399999)"
"RE01293","STONE GROUND","249 E 400 S","SALT LAKE","801-364-1368","249 E 400 S SALT LAKE CITY UT 84115 (40.76075990800007, -111.88368686699994)"
"RE01841","IGGY'S SPORTS GRILL (CENTERVILLE)","782 W PARISH LN","DAVIS","801-295-8200","782 W PARISH LN LAYTON UT 84041 (41.07592853300008, -111.97750597599997)"
"RE02203","BUFFALO WILD WINGS (ST GEORGE)","221 S RIVER RD","WASHINGTON","435-673-4902","221 S RIVER RD ST GEORGE UT 84770 (37.104140286000074, -113.55562017599999)"
"RL00502","FUJI SUSHI","330 N MARKETPLACE DR","DAVIS","801-292-3854","330 N MARKETPLACE DR CENTERVILLE UT 84014 (40.920484301000045, -111.88779087899997)"
"RE02207","BISTRO @ CANYONS RESORT","4000 CANYONS RESORT DR","SUMMIT","435-649-5400","4000 CANYONS RESORT DR PARK CITY UT 84098 (40.684057186000075, -111.55369225999999)"
"CL01218","PARK CITY LIVE","427 MAIN ST","SUMMIT","801-647-2592","427 MAIN ST PARK CITY UT 84060 (40.64370424200007, -111.49591900699994)"
"RL00616","FLAMING GORGE RESORT","1100 E FLAMING GORGE RESORT","DAGGETT","435-889-3773","1100 E FLAMING GORGE RESORT DUTCH JOHN UT 84023 (40.88399344900006, -109.45629722599995)"
"RE02255","EAST LIBERTY TAP HOUSE","850 E 900 S","SALT LAKE",,"850 E 900 S SALT LAKE CITY UT 84102 (40.75104125000007, -111.86538523699994)"
"RL00640","ESTE PIZZERIA (SUGARHOUSE)","2148 S 900 E","SALT LAKE","801-485-3699","2148 S 900 E SALT LAKE CITY UT 84106 (40.72428100500008, -111.86539701899994)"
"RE02094","BUFFALO WILD WINGS (LAYTON)","695 S RING RD","DAVIS","801-547-9464","695 S RING RD LAYTON UT 84041 (41.079789412000025, -111.97844000699996)"
"CL00372","EVERGREEN LOUNGE @ DEER VALLEY CLUB","7720 ROYAL ST EAST","SUMMIT","435-604-1900","7720 ROYAL ST EAST PARK CITY UT 84060 (40.62351050400008, -111.48782653199999)"
"RL00059","CHRIS'","7345 E 900 SOUTH","WEBER","801-745-0051","7345 E 900 SOUTH HUNTSVILLE UT 84317 (41.245763425000064, -111.76983598299995)"
"RL00417","SINGHA THAI CUISINE","92 E CTR ST","GRAND","435-259-0039","92 E CTR ST MOAB UT 84532 (38.57324440800005, -109.54904066399996)"
"RE01579","MACCOOL'S PUBLIC HOUSE","1400 S FOOTHILL DR","SALT LAKE","801-582-3111","1400 S FOOTHILL DR SALT LAKE CITY UT 84108 (40.74005064500005, -111.82594186399996)"
"RL00657","SALA THAI KITCHEN","679 S 200 W","SALT LAKE","801-328-2499","679 S 200 W SALT LAKE CITY UT 84101 (40.75465118900007, -111.89674959099995)"
"RE01768","GOODWOOD BARBECUE COMPANY (RIVERDALE)","4237 S RIVERDALE RD","WEBER","801-393-0426","4237 S RIVERDALE RD OGDEN UT 84405 (41.18540139700008, -111.98672106099997)"
"RL00800","SAFFRON VALLEY EAST INDIA CAFE","26 N E STREET","SALT LAKE","801-438-4823","26 N E STREET SALT LAKE CITY UT 84103 (40.769961641000066, -111.86248796899997)"
"BE01378","OGDEN RAPTORS @ LINDQUIST FIELD","2330 LINCOLN AV","WEBER","801-393-2400","2330 LINCOLN AV OGDEN UT 84401 (41.22395073000007, -111.97598380899996)"
"RL00195","SOUTH CHINA CAFE","298 N MAIN","SEVIER","435-896-9007","298 N MAIN RICHFIELD UT 84701 (38.77216344500005, -112.08474372199998)"
"PS00017","SIERRA PACIFIC AIRLINES","SLC INT'L AIRPORT","SALT LAKE",,"SLC INT'L AIRPORT SALT LAKE CITY UT 84122 (40.776818354000056, -111.97948729799998)"
"CL01192","RAINBOW SALOON","6045 S 1900 W","WEBER","801-776-9678","6045 S 1900 W ROY UT 84067 (41.15355092000004, -112.02608732699997)"
"RE01940","EL HABANERO","8164 W 3500 S","SALT LAKE","801-508-1020","8164 W 3500 S MAGNA UT 84044 (40.69651792700006, -112.08608087999994)"
"RL00222","TASTE OF PUNJAB","1241 E 8600 S","SALT LAKE","801-256-3500","1241 E 8600 S SANDY UT 84092 (40.59507063400008, -111.85473767199994)"
"BE02525","GALLERY CAFE @ BIRCH CREEK G.C.","550 E 100 N","CACHE","435-563-6009","550 E 100 N SMITHFIELD UT 84335 (41.83857717600006, -111.81906002599999)"
"CL01110","BAR X","155 E 200 S","SALT LAKE","801-355-8199","155 E 200 S SALT LAKE CITY UT 84111 (40.76503321700005, -111.88632395899998)"
"BC00112","AMANGIRI RESORT","KAYENTA RD","KANE","435-675-3999","KAYENTA RD KANAB UT 84741 (37.01058760500007, -111.62606203699994)"
"CL00995","DOWNSTAIRS","625 MAIN ST","SUMMIT","435-615-7200","625 MAIN ST PARK CITY UT 84060 (40.64611481600008, -111.49723030399997)"
"CL00684","WHISKEY STREET","323 S MAIN ST","SALT LAKE","801-532-4200","323 S MAIN ST SALT LAKE CITY UT 84111 (40.76223734400003, -111.890945107)"
"CL00715","PIPER DOWN","1492 S STATE ST","SALT LAKE","801-468-1492","1492 S STATE ST SALT LAKE CITY UT 84115 (40.737110511000026, -111.88826635599997)"
"RE02171","RAMADA - SALT LAKE CITY AIRPORT","5575 W AMELIA EARHART DR","SALT LAKE","801-537-7020","5575 W AMELIA EARHART DR SALT LAKE CITY UT 84116 (40.77626274200003, -112.02410079299995)"
"RL00580","HI-SUSHI","1400 S FOOTHILL DR","SALT LAKE","801-906-8320","1400 S FOOTHILL DR SALT LAKE CITY UT 84108 (40.74005064500005, -111.82594186399996)"
"RL00918","SILVER REEF CAFE","545 N MAIN ST","WASHINGTON","435-216-7084","545 N MAIN ST LEEDS UT 84746 (37.24283434300003, -113.35321868899996)"
"CL00364","SILVER DOLLAR SPORTS PAGE","36 W MAIN","CARBON","435-637-4393","36 W MAIN PRICE UT 84501 (39.59957790300007, -110.81206049099995)"
"RL00232","KOKO KITCHEN","702 S 300 E","SALT LAKE","801-364-4888","702 S 300 E SALT LAKE CITY UT 84111 (40.75377135400004, -111.88253721099994)"
"BE02254","STANSBURY PARK GOLF COURSE","#1 COUNTRY CLUB DR","TOOELE","435-882-4162","#1 COUNTRY CLUB DR TOOELE UT 84074 (40.636530624000045, -112.29367485399996)"
"BC00137","WESTGATE PARK CITY RESORT & SPA","3000 CANYONS RESORT DR","SUMMIT","435-655-2269","3000 CANYONS RESORT DR PARK CITY UT 84098 (40.68480383000008, -111.55438578699994)"
"RL00096","JOY LUCK RESTAURANT","1346 S 500 W","DAVIS","801-298-0388","1346 S 500 W WOODS CROSS UT 84087 (40.884225428000036, -111.91893574499994)"
"RE02279","FORKLIFT @ SNOWBIRD RESORT","9385 S SNOWBIRD CENTER DR","SALT LAKE","801-933-2440","9385 S SNOWBIRD CENTER DR SNOWBIRD UT 84092 (40.55808643200004, -111.82957591799999)"
"RE01966","LA FRONTERA (ST GEORGE)","1183 E 100 S","WASHINGTON","435-986-8300","1183 E 100 S ST GEORGE UT 84790 (37.10637767400004, -113.55829143599999)"
"RB00154","PARK CITY PIZZA COMPANY","1612 UTE BLVD","SUMMIT","435-649-1591","1612 UTE BLVD PARK CITY UT 84098 (40.72456792300005, -111.54240090299999)"
"RE01441","SALT LAKE PIZZA & PASTA","1063 E 2100 S","SALT LAKE","801-463-9393","1063 E 2100 S SALT LAKE CITY UT 84106 (40.72542711400007, -111.86049396099997)"
"CL00164","WILLOW CREEK COUNTRY CLUB","8505 WILLOW CREEK DR","SALT LAKE","801-942-1954","8505 WILLOW CREEK DR SANDY UT 84093 (40.59669114400003, -111.81494666399999)"
"RL00903","RED MERMAID BISTRO INC","3333 S STATE ST","SALT LAKE","801-467-6697","3333 S STATE ST SALT LAKE CITY UT 84115 (40.69903220600003, -111.88824446299998)"
"CL00033","COUNTRY CLUB (SALT LAKE)","2400 COUNTRY CLUB DR","SALT LAKE","801-466-8751","2400 COUNTRY CLUB DR SALT LAKE CITY UT 84109 (40.718467743000076, -111.82214035999999)"
"RL00587","ZHANG'S CHOPSTIX CHINESE CUISINE","4510 HARRISON BLVD","WEBER","801-622-1688","4510 HARRISON BLVD OGDEN UT 84403 (41.18109967400005, -111.94914370899994)"
"RL00744","GLORIA'S LITTLE ITALY","1 E CENTER ST","UTAH","801-805-4913","1 E CENTER ST PROVO UT 84606 (40.233807641000055, -111.658350413)"
"CL01276","WILDFLOWER LOUNGE @ SNOWBIRD RESORT","9121 E SNOWBIRD CTR DR","SALT LAKE","801-933-2230","9121 E SNOWBIRD CTR DR SNOWBIRD UT 84092 (40.55808643200004, -111.82957591799999)"
"BC00073","OGDEN ECCLES CONFERENCE CENTER","2415 WASHINGTON BLVD","WEBER","801-689-8600","2415 WASHINGTON BLVD OGDEN UT 84401 (41.222343281000065, -111.97051927199999)"
"CL00713","BISTRO 412 BAR","412 MAIN ST","SUMMIT","435-649-8211","412 MAIN ST PARK CITY UT 84060 (40.64329748700004, -111.49561134799995)"
"RE00270","GUADALAHONKY'S","136 E 12300 SOUTH","SALT LAKE","801-571-3838","136 E 12300 SOUTH DRAPER UT 84020 (40.52673265800007, -111.88696082099995)"
"RE02125","BUFFALO WILD WINGS (MIDVALE)","985 FORT UNION BLVD","SALT LAKE","801-566-0144","985 FORT UNION BLVD MIDVALE UT 84047 (40.62308109300005, -111.86274873999997)"
"RE00146","RUBY'S INN BEST WESTERN","HWY U63","GARFIELD","435-834-5341","HWY U63 BRYCE UT 84764 (37.66289629700003, -112.15985716699998)"
"BC00010","GRAND AMERICA HOTEL","555 S MAIN ST","SALT LAKE","801-258-6715","555 S MAIN ST SALT LAKE CITY UT 84111 (40.75723268400003, -111.89094321399995)"
"CL00026","CLOUSEAU'S @ DOUBLETREE SUITES","110 W 600 SOUTH","SALT LAKE","801-359-7800","110 W 600 SOUTH SALT LAKE CITY UT 84101 (40.75632826700007, -111.89490004299995)"
"CL01044","AMANGIRI RESORT","KAYENTA RD","KANE","435-675-3999","KAYENTA RD KANAB UT 84741 (37.01058760500007, -111.62606203699994)"
"RL00056","TEPANYAKI","1386 S LEGEND HILL DR","DAVIS","801-775-8813","1386 S LEGEND HILL DR CLEARFIELD UT 84015 (41.094382401000075, -111.99487892599996)"
"RL00621","SUSHI GROOVE","2910 S HIGHLAND DR","SALT LAKE","801-467-7420","2910 S HIGHLAND DR SALT LAKE CITY UT 84106 (40.70778954800005, -111.85365296299994)"
"CL00841","TIMBERS @ PARK CITY MARRIOTT","1895 SIDEWINDER DR","SUMMIT",,"1895 SIDEWINDER DR PARK CITY UT 84060 (40.66408349900007, -111.49707013699998)"
"RL00660","NOODLES & CO (RIVERDALE)","4193 RIVERDALE RD","WEBER","801-621-4180","4193 RIVERDALE RD OGDEN UT 84405 (41.18634510000004, -111.98573759699997)"
"BC00145","HYATT ESCALA LODGE @ PARK CITY","3551 ESCALA CT","SUMMIT","435-658-6100","3551 ESCALA CT PARK CITY UT 84098 (40.68251672700006, -111.55701021999994)"
"CL00272","CHICK'S ROCK'N ROOST","370 W SR 29","EMERY","435-381-5518","370 W SR 29 CASTLE DALE UT 84513 (39.22799812900007, -111.02718113499998)"
"CL01180","BTG","55 W 100 SOUTH","SALT LAKE","801-364-8833","55 W 100 SOUTH SALT LAKE CITY UT 84101 (40.767152802000055, -111.89308058999995)"
"RL00779","GOURMANDISE THE BAKERY","250 S 300 EAST","SALT LAKE","801-328-3330","250 S 300 EAST SALT LAKE CITY UT 84111 (40.76373052500003, -111.88260634799997)"
"CL00111","NEW YORKER","60 MARKET ST","SALT LAKE","801-239-2412","60 MARKET ST SALT LAKE CITY UT 84101 (40.76180585700007, -111.89283490099996)"
"RE01471","BAJA CANTINA","1285 LOWELL AVE","SUMMIT","435-649-2252","1285 LOWELL AVE PARK CITY UT 84060 (40.651103625000076, -111.50580188199996)"
"CL01158","FLANAGAN'S ON MAIN","438 MAIN ST","SUMMIT","310-968-1400","438 MAIN ST PARK CITY UT 84060 (40.64370654700008, -111.49584180399995)"
"BE00432","HOLIDAY LANES","565 N MAIN","WASATCH","435-654-0372","565 N MAIN HEBER CITY UT 84032 (40.515019288000076, -111.41317273799996)"
"RE01713","OLIVE GARDEN (ST GEORGE) #1725","1340 E 170 S","WASHINGTON","435-656-8940","1340 E 170 S ST GEORGE UT 84790 (37.105113621000044, -113.55486339799995)"
"RB00056","CHIPOTLE MEXICAN GRILL (SALT LAKE) #974","1011 E 2100 S","SALT LAKE","303-222-2524","1011 E 2100 S SALT LAKE CITY UT 84106 (40.72542752600003, -111.86200009199996)"
"RL00479","FUJI JAPANESE STEAKHOUSE & SUSHI BAR","10649 S STATE ST","SALT LAKE","801-523-6022","10649 S STATE ST SANDY UT 84070 (40.55768336500006, -111.89067123499996)"
"RE02087","PEPPER'S CANTINA (WASHINGTON)","740 W TELEGRAPH ST","WASHINGTON","435-703-9660","740 W TELEGRAPH ST WASHINGTON UT 84780 (37.12786657800007, -113.521780235)"
"CL01052","FATS GRILL & POOL","2182 S HIGHLAND DR","SALT LAKE","801-484-9467","2182 S HIGHLAND DR SALT LAKE CITY UT 84106 (40.72348593100003, -111.85924152899997)"
"BE02132","ALL-STAR CATERING-MILLER MOTORSPORTS PARK","2901 N SHEEP LN","TOOELE","801-325-2000","2901 N SHEEP LN TOOELE UT 84074 (40.580859952000026, -112.36911082799998)"
"RE00171","TIMBERMINE","1701 PARK BLVD","WEBER","801-393-2155","1701 PARK BLVD OGDEN UT 84401 (41.23843836900005, -111.93184911099996)"
"RE01114","COLLINS GRILL @ ALTA RESORT","BASE OF GERMANIA LIFT","SALT LAKE","801-799-2296","BASE OF GERMANIA LIFT SANDY UT 84092 (40.55808643200004, -111.82957591799999)"
"RE00307","SHOGUN","321 S MAIN","SALT LAKE","801-364-7142","321 S MAIN SALT LAKE CITY UT 84111 (40.762210666000044, -111.89094425899998)"
"BE02310","REMUDA GOLF COURSE","2600 W 3500 N","WEBER","801-731-7200","2600 W 3500 N OGDEN UT 84404 (41.325139688000036, -112.04242331699999)"
"TV00024","OASIS RESTAURANT","235 S MAIN","CACHE","435-753-2019","235 S MAIN LOGAN UT 84321 (41.72707166200007, -111.83514120299998)"
